0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
아..이 피드를 이제 봐버렸어요😂 혹시 재오픈은 안하겠죠...?😢,베이지크로 머릿결에 광명찾은 빗자루 출신 여기요💅 효험을 봐버린 이상 트리오세트 무조건 쟁이게 되고 특히 스크럽 샴푸는 나보다 남편이 더 집착하는 최초의 화장품인.. 열심히 뒤져봐도 다른데서는  할인 잘안해줘서 샘님이 공구 자주 해줬으면 좋겠고 그럼니다🤭 (샘님공구로 할인해줘서 고맙다는 뜻),저번 공구때 사서 헤어마스크만 썼었는데 쫒아온단말에...샴푸 바로 결제요..❤️ㅎㅎ,임산부가 사용해도 되나요?,샴푸는 없을까요?:),볼륨 안만들어도 붕붕 뜨는 머리가 처치곤란이라 트리트먼트만 사용하고 있었는데😂 태어나서 처음 머리 감는 기분...! 이라는 리뷰에 홀린듯 방금 트리오 주문했어요🙄 그나저나 샴푸 얘기로 텍스트 꽉 채우시느라 트리트먼트 얘기 못하신거ㅋㅋㅋㅋㅋ 너무나 대표님다우시다고욧,저희신랑이 저보고 머릿결도 싸납다고했는데...ㅋㅋㅋ오..신세계네용❤️,임산부도 써도 될까요??😢,저도 믿고 3통씩 구매했어요!! 주 3회씩 사용하셨어요?! 사용횟수 주기 궁금해용 🤍🤍,믿고 주문해봤습니다ㅎㅎ 반곱슬로 스트레스 받는 머리ㅠㅠ 별샘님 믿고 찰랑거리는 머리를 꿈꾸며❤️,안녕하세요 혹시 마와옷걸이 공구 언제 예정인지 궁금합니다~~,관련없어성 죄송해요 혹시 회색티 정보 부탁드려도 될까용 .. 😍,매일사용해야하는거죠? 용량이 몇일 정도될까요?ㅜ,저도 구매햇어요^^여름만되면 반곱슬에 지저분한데ㅠㅜ 믿고 구매해보아요^^좋은 결과가 저에게도 잇기를 기대해봅니당🙏🥰,
구매했어요🙌🏻 100명안에 들었으면 좋겠어용😍,흑 이번엔 오픈런 못햇지만 항상 믿고사는 별샘님 추천템❤️❤️또 사러 총총😍😍,아아… 선착순 안에 못들었겠죠?? 아침에 바빠서 지금 들어갔는데..ㅠㅠ,저는 왜 계속 솔드아웃으로 뜰까요 힝,별샘님 디엠 확인좀 부탁드려요..ㅠㅠ,구매했는데 우산받을수있을지 떨려요🤣🤣🤣,"📌선착순 사은품 증정은 11시 6분 9초 이전 주문건까지 해당되며, 마이페이지 주문내역서에서 확인 가능하니 참고 부탁드려요!🤍","베이지크 선크림 출시때부터 엄청 궁금했었는데 갓별샘님 공구가 딱😍 그것도 탐나는 우산에 파우치까지!!✨ 약간 설레서 근무시간중에 11시 1분 15초에 결제했는데, 너무 빨랐던거 같아 약간 민망하네여🤣 그치만 좋은걸 어뜩해요?",몇분까지 100명안에 들까요!!,다음 판매는 언제인가요?? 수량을 얼마나 사둬야할지 고민이에요!!,주문내역 보니 사은품 우산 들어가 있어요 ㅎㅎ 성공한거 맞죠? ☺️😊,안녕하세요! 선크림 다음 공구 일정 알 수 있을까요?,🎀 저 요거 첫구매예요 설렘 기대 ❤️ 11시 2분 결젠데… ☂️까지 받게 돼서 근무시간 눈총도 견딜 수 있겠어요 😂,베이지크 헤어제품은 첨 구입해봅니다^^ 기대되네요😍,ㅠㅠ 왜 이번에 마스크팩은 없나요!!! 엄청 기다렷는게 ㅠㅠ
아 깜짝이야 요시고 사진작가님 계정인줄 알았잖아요?! 너무 부로웁다.. 언젠간 가겠지 싶으니 저어장해둡니다😍,요시고 사진인줄~~~~🤍🤍🤍,요시고인줄 알앗자나요? 😍😍😍,워크인 하려면 새벽같이가서 입장시간 적힌 번호표 받아야해요😍,ㅜㅜ 무스비 간식으로 들구갔눈데.... 물놀이하는 사이 야생동물 #몽구스 가.... 다 훔쳐먹었.....😢,정성가득 꿀팁들 감사해요❤️ 저장저장😍,워크인은 아침7시부터 현장발권시작인데 한참 전부터 차들이 줄서서 대기중이에요..! 저는 온라인 예약 자신없어서 새벽같이 일어나가지고 다녀왔답니다☺️,제가 갈때는 그냥 시간 맞춰 가면 들어갈 수 있었는데 이제 예약으로 바뀌었나봐요?!!😵‍💫 몽구스가 훔쳐가려는걸 직접 겪은 사람 여기 있아요🙋🏻‍♀️ㅋㅋㅋ 아이 주려고 잠깐 바나나 내놓은 사이에 집어가려는데 저희가족 다 기겁할 뻔 했죠😵‍💫다시 또 가고 싶네요... 물은 엄청 짜도 진짜 너무 멋진 곳인데 말이죠ㅠㅠㅠ,와 진짜 배경화면 같아요 😍,풀페이스마스크 샀눈데….😢낼 출국인데 가서 새로 사거나 대여해야할까용 흑 ㅠㅠ,미리 예약사이트 로그인해놓고 7시 땡치면 들어가면 되는데~ 매시 정각타임보다 15분이나 45분같은 시간대를 노려보세요! 그리고 10시이후로 하면 더 잘되어용~ㅎㅎ 가면 다 한국인!,저는 여행사에 하나우마베이 패키지 단독으로 따로 예약했어요 ㅎ 제가 예약하는 번거로움은 없었던 것 같아요 :) 도시락도 포함이었는데 맛은 그저그랬던 기억이 ㅎㅎ 또 가고파요 😍 좋은 시간 보내고 오세용 :),나무그늘 밑에 자리잡았다가 점점 햇빛 찾아가게된다는말 격하게 공감되네요^^ 덕분에 하와이 정말 좋았던 기억새록새록 되살아나네요~ 행복가득한 여행 되세요😍,🐠,@ydyoung__  저장하셔유
보통 노화방지나 안티에이징 제품은 끈적거려서 꾸준히 바르기 참 힘들어서 유통기한 되기전에 쓰레기통 행 되더라고요😢 베이지크 선크림 정말정말로 끈적임이 없나요?? 가뜩이나 한여름에 땀나서 메이크업 견디기 힘들어져서 안끈적이면서 화장 잘 먹는 베이스 찾고있거드뇽🐼,에센스 타입 묽은 선크림 어떤 제품들은 좀 번들거리고 끈적거리던데 이건 그런거 없나요?😅 그리고 헤어제품은 듀오로 세트 구입만 가능한지,별쌤 초딩아이도 써도 되나요?,수분 에센스 제형은 가벼워서 건성에게 보습이 부족한 경우가 많은데 베이지크는 괜찮나요???,별샘님 이건 무기자차에요 유기자차에요??,요거 발랐을때 따가움은 없나요?! 피부 엄청 예민한 편이고 아무리 순하다는 선크림 써도 조금만 상태 안좋은 날이면 바르자마자 따가워서 못발랐어요ㅠㅠ 별샘님 바르실때 따가움 없었다면 구매해보고싶네요🩵,혹시 임산부가 사용하면 안되는 성분이 있을까용? 베이지크라 믿고쓰긴하지만요🥹❤️,,,,,,,,
"별샘온늬만 믿고무작정  따라온 베이지크인생길☺ 정말 건조하고, 손톱각질에 정말 안드래도 미운손이었는데..🤧 베이지크를 알고 나서는..저도 보드랍고 까끔해진 손으로 다시태어나고있습니다😘그동안 진짜 비싸고좋다는핸드크림, 스크럽든안써본거진짜없는데ㅠㅠ베이지크 핸드라인은진심사랑입니다🫶🏻💙그리고 베이지크에서또하나의인생템이되버린헤어마스크랑트린트먼트😭정말어느것하나빠지는거없이인생템이에욤😍헤어스크럽해주고 트린트먼트바르고헤어캡으로 씌우고 화장실청소 후 헹구면 세상부러울 머릐카락없어욬😆😆😆푸석거리고 곱슬인 머리카락이 차분해졌음을 느끼면서 지내고 있는요즘이네욤🫶🏻",머리털 개털이라…. 보기만 하다가 이번엔 기다렸습니다👍👍👍 미역처럼 찰랑한 머리 ㅜㅜ 만들어 보고싶어요🤧🤧😍😍,"사실 저눈 큰 효과를 아직 보지 못했는데 믿고 계속 쓰고있어요 지금 세통째 쓰고있긴한데, 제가 사용법이 잘못된건지.. 구래도 이번에 또 구매할지도 모르겠어요 .. 😢다들 효과보셨다니 또 사고싶네요..",베이지크...머릿결맛도리....처음 쓴 순간부터 너 뭐야 너 잘한다를 외치게 만든...나를 밎.치게 만든...베이지크 공구 하는동안 다섯번을 불신하고 의심하고 경계하던 내 뒷통수를 후려갈긴 넘....염색도 파마도 안 했지만 불 붙어서 머릿결이 세번 아작 났는데 복구시켜준 소중한 나의 동반자...❤️🥹 제발 알.아.조진짜 후기 쓰고싶어서 드릉드릉했는데 별샘님 피드에 쓸라고 원기옥을 점 모았어요..🤭 두피 진-짜 예민해서 탈모샴푸랑 퍼퓸샴푸 썼다가 두피 아파서 못 만질정도로 심각했는데 스크럽 한 세번만 해주면 평화 그잡채  뭐하나 잘못쓰면 바로 그냥 지루성두피염이랑 뾰루지 생기는 사람이라 압니더..지성두피라 떡질까봐 에센스도 잘 못발라요😢 스크럽 주기적으로 해주면 어느순간 아침에 떡이 안져요 진짜 이거 경험해봐야댐 이거 사람 미침 스크럽아 사랑해 소리 나옴트리트먼트는 별샘님 공구 안하면 디엠으로 트리트먼트 공구 시위열겟음. 좋다고 하는 트리트먼트 써보고 물미역...? 내돈...많이 해봤는데 머리 헹굴때 하...이거지...하면서 헹구게 되고 심지어 미끄덩한거 하나없이 잘 헹궈져 와 이거 너무 좋아요....진짜...이거 안 팔면 레시피 제발 달라고 트럭시위하게 생겼는데...트리트먼트하고 머리말리면 생각보다 머리가 빨리마르고요...머리 말리고 샥 빗고 만져보면 애기들 머리카락 만지는거마냥 촉촉~하고 부들~하고 내 머리카락만 지금 당장 응애 하게 생겨꼬 그래요 이렇게 관리하면서 길러놨는데 중단발 해야되는게 화날정도로 좋으니껜 베이지크x별샘x나 평생조합..응응...❤️,베이지크 핸드크림접해보고 좋아서 지난번공구때 헤어케어 구매해서사용했는데..사실 가격이 조금있어서 고민하다 샘님믿고 구매했는데…이건완전신세계…..제가 반곱슬이라 주기적으로 매직을하는 저주받은 머리인데 베이지크사용하고 지금 6개월째 머리안하는중이에여..(원래는머리칼도빨리자라고곱슬도빨리자라서 3~4개월에한번씩매직하는 저주받을머리칼..)그러니 상해서 어떤파마도할수없는…그런…삭발하고싶었던머리칼이였는데…베이지크주에두번씩 사용하면서 유지중입니다.확실히 곱슬이 안나와요👏👏지금없어서사용을못..하…..🥹🥹이번에왕창쟁일거에여..각오하세영❤️❤️❤️😂😂😂😂😂,선크림은 단품구매는 불가한가요??!,저 진짜 후기믿고 헤어듀오 샀는데 진짜 놀랐어요! 제가 머리에 각질이 많은 편이라 여러 제품을 써도 안사라지고 머리를 잘 말려봐도 안사라져서 진짜 스트레스 받았었는데 샴푸잉 하고 두피가 깨끗해졌어요! 남편도 보더니 완전 깨끗해졌다고 이거 어디꺼냐고 물을 정도였답니다! 그리고 저 악성 곱슬인데요... 정말 헤어트리트먼트사세요 두번사세요!!!! 머리가 정말 차분~ 그 자체 하고난 다음이랑 안한 다음이랑 너무 차이나서 진짜 강력추천합니다!! 다른 동생 친구들에게도 추천 0순위 제품이예요!! 핸드크림도 진챠 좋은데 남편이 뭐 발랐냐고 향이좋다고 자기도 사달라고 하도 해서 제돈주고 살 정도로 추천합니다🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟공구 기다렸어요 정말🌟🌟,"계절이 바뀌면 두피가 뒤집히고 지루성 피부염 달고 다니는 샴푸 유목민이었어요.. 그런데도 머리는 자주 바꿔서 머릿결까지 엉망진창.. 한창 발레아쥬가 떠오를 때 솜브레, 발레아쥬 하면서 탈색했던 머리에 미용실 점장님이 파마는 안된다 한사코 말리셨었는데 최근에 기른 머리에 펌을 너무 하규 싶어서 다른 미용실에서 했거든요…😅 와 진짜 이건 답이없었어요. 홈케어가 중요한데 마침 베이지크 듀오 공구가 떠서 큰맘먹고 구매했어요. 트리트먼트는 거의 한 달 기다려서 받았는데 샘플로 먼저 써봤을 때 희망을 보았습니다 ㅋㅋ 샴푸 후에 뻣뻣해지고 엉키고 난리였던 머리가 미역이 됩니다..! 그리고 스크럽샴푸는 말모… 두피 가려움증이랑 두피 냄새가 사라졌어요 ㅠㅠㅠ 드라이하면 뿌리부터 살아나는 볼륨도 직접 경험해봐야해요 ㅜㅜ 진짜 돈값하는 헤어듀오… 미용실에서 받는 클리닉 한 번 받는다고 얼마 안가잖아요.. 1회에 최소 1-20만원 드는데 헤어듀오는 두 개 딱 사놓으면 몇 달은 쓰니까 더 이득입니다!! 스타일 변경 자주하시고 두피 트러블 있는 분들께 적극 추천해용⭐️⭐️⭐️⭐️⭐️",전 정말 베이지크 인생 트리트먼트를 여기서 만나게 되면서 너무 잘 쓰고있어유!!! 두피샴푸 떨어져서 기다리고 있답니다!!!! 😍😍,"아니 기획전 첫날 오픈하자마자 베이지크 첫 구매라 나름 골고루 구매해 보았어요~ 오늘 출근전에 머리 감을려고 경건한 마음으로 샴푸잉 스크럽이랑 헤어마스크 개시했는데, 아니 이거 머선일이죠? 어떤 분이 태어나서 머리 처음감는 느낌이랬는데 그 느낌 뭔지 알 것 같아요. 페이스라인만 유독 더 곱슬인 머리에 매번 매직스트레이트로 건조한 모발, 거기다가 예민보스라서 요즘 햇빛 알러지로 얼굴, 목, 두피까지 가려워서 잠을 못자고, 30대 후반되니 새치가 늘어나면서 정말 두피가 너무너무 가려웠어요ㅠㅠ 열 내려준다는 ㄹㄴㅎㅌㄹ샴푸, ㄹㅇㅅ 헤어팅크쳐, 백화점, 인스타유명템, 저희 집에 다 있어요ㅎㅎ 근데 진짜 단 한번 샴푸잉 스크럽 사용했는데, 지금까지 두피가 한번도 가렵지 않고, 헤어마스크까지 하니 모발이 정말 부드러워요. 그래서 아침에 결제창 열려있길래 30만원 넘게 또 쟁였습니다. 인생템 찾았어요!",베이지크✨ 저는 지난번 공구때 핸드케어와 헤어케어 사용해 보았는데요 정말 만족도 최고였어요🫶🏻특히 헤어듀오는 필템💖저는 머리 하루만 안감아도 간지럽고 기름끼는 유형인데 요 스크럽샴푸 써보니 정말 개운하다고 할까요 스파에서 관리받는 너낌✨ 헤어각질이나 가려움으로 고생하시는분들은 꼭 써보셨으면해요 친구에게도 찐 추천했답니당 함께쓰면 머릿결도 좋아지는 트리트먼트와 보습과 향이 좋은 핸드크림도 찐추천 입니당❤️‍🔥❤️‍🔥,"여러분?? 별샘님 얘기 한번만 믿어보시고 한번만 써보세요! 설마 되겠어 했는데 진짜였어요! 샴푸만 먼저 구매했다가 정말 뿌리펌 한것도 아닌데 살짝 봉긋하게 솟는 뿌리보고 이건 진짜 물건이다 듀오로 쓰면 더 극락이다 생각하고 바아로 트리트먼트까지 구매했습니다. 사실 트리트먼트 머릿결 좋게 만들어주는 제품 많아요. 근데 이건 떡진듯 무겁게 찰랑한게 아닌 산뜻한 찰랑거림으로 만들어줘요! 물기 꼭 짜고 트리트먼트 도포하고 장시간 방치해 주는게 좋은 거 알고있지만 애엄마한테 그런 시간이 어딨나요ㅠㅠ 빨리 헹구고 나가야하는데.. 시간 벌어봤자 양치, 세안, 바디워시정도만 할 수 있는데 그 시간만 도포하고 있어도 진짜 충분합니다!! 남편도 매끈매끈한 머릿결 만져보고 깜짝 놀라더라구요? 그리고 루센트오일.. 이것도 물건입니다. 오일을 발랐는데 얼굴이 번들거리지 않고 수분을 가둬줘서 너무 만족스러워요. 트러블 속당김 이걸로 다 해결했어요. 결론은 뭐다? 별샘님 아이템 믿고 따르시라 이겁니다❤️❤️","별샘님 덕분에 베이지크 헤어제품을 알게 됐고, 오랜 고민끝에 구매했는데, 한번 사용하고 바로 추가구매했어요! 🧴🛍️임신 막달부터 사용하기 시작했는데, 출산 4개월째인 지금도 머리가 많이 빠지지 않아요. 주변에서도 비어보이던 정수리가 출산 직후인데도 오히려 많이 채워진것 같다고 하더라구요. 그리고 누가봐도 반곱슬이었던 제가 비오는날도 걱정이 없어졌답니다 :)또, 지루성 두피를 가진 남편도 함께 사용중이예요. 혹시나 고민중이라 댓글 정독하고 계신분들 계시다면 스크럽+트리트먼트 꼭! 같이 구매하세요! 🙏🏻💖",이번 공구에서 사고 배송받아 쓰는 따끈따끈 후기입니다🔥🔥🔥 저는 맨날 출근전쟁하는 워킹맘이라 아침에 샤워 후다닥 하느라 주말에 여유를 가지고 샴푸잉과 마스크 둘다 해봤어요  여유라 해봤자 마스크도 한 5분 10분 방치가 다 였는데 신세계에요 😍😍 저는 매직을 주기적으로 해야하는 곱슬 머리인데 (겉에는 없고 안쪽에 많음) 요즘 새로 자란 머리들이 곱슬머리가 많아 하루종일 만지고 신경쓰고 뽑고 그러는데 신기하게 그게 없어졌어요!!! 그리고 진짜 부들부들~~ 스크럽도 너무 시원하고 상쾌하고!! 그래도 저는 일단 인스타공구 불신자 이기에 머리 새로감으면 돌아오겠지~ 했는데 지금 처음하고 3일째인데 똑같이 넘 찰랑찰랑해요!! 심지어 저 어젠 워터파크 갔다왔는데... ㅎㅎ 암튼 그래서 회사 출근하자마자 동료들에게 추천날리고 있네요 ㅎㅎ 결론은 담 공구때 또 쟁일거라는 👏👏👏,베이지크 기다려짜나욤❤️❤️ 별샘님덕에 알게되고 별샘님테 영업?당해 샀지만 사용하고 찐 베이지크러브 된 한사람 입니다!!!⭐️헤어제품 핸드크림 오일 썬크림까지 다 써본 사람 여기요🙌🙌🙌헤러제품만 쓰다가 별샘님추천으로 오일 썼는데 와..꿀피부 비결이뭐냐고 진짜진심 여러번 질문 받았습니다!!!피부 좋다는 말은 언제나 행복합니다❤️ 그리고 신제품 썬크림!!!저 진짜 예민예민 녀자 거든요? 사세요 무조건👍 썬크림 공구가 가격 기대하고 이쩌욤 쟁이게 할인 마니 해주세요항상 조은제품 소개해주고 조은가격에 공구해 주셔서 사랑해요(갑자기 고백타임😍😍이뮨기다리구 이쩌욤👉👈💙
"예뻐요,,,🤍✨ 샘이씨랑 찰-떡!",뒷모습마저 예쁜 샘님. 저도 이 가방 지인이 들고 나와서 봤는데 존예에요 실버도 이쁘고욥! 😍,마지막 블랭킷도 곧 오픈하는걸까요🫶🏻🤍🤍,예쁘다🩵🩵🦢,너무 예뿌요~~~비싸게 사도 뽕뽑으면 장땡이쥬,흰탑 구입처 좀 알려주셔요 흑흡,으앙 예뻐요🥹 별샘님 샤네르모데르 아니시냠스,이뻐요😍사이즈혹시뭘까요😊🫶🏻,안그래도 가격 인상됐는데 오픈런도 힘들고 잘 사신거에요!!! 화이트 너무 이뽀요🤍,사이즈가 미듐일까요?,ㅋㅋ축하드려요~🤍가방이 주인이랑 찰떡이네요❤️,"피드 다시 올렸어요🥹예쁘다고 해주신 분들,,다시 댓글 부탁드려도 될까요 저 위안 받아야 해요,,ㅋㅋㅋㅋㅋ",너무 예뻐요😍✨✨화이트 22백🤍🤍,🥂,파란색 탑 정보를 간절히 기다립니당 🥹🤍
별샘님..탑 정보..급해유..❤️‍🔥,청바지… 정보도 부탁드려요😍😍❤️,𝘚𝘌𝘕𝘋 𝘗𝘐𝘊 𝘖𝘕 👉 @hawaii_communityy,,,,,,,,,,,,
나시와 함께 입으신 와이드 청바지 절보좀 알려주세요 ❤️❤️,오왓 저두 꼭 해외가서 아이폰 사와야게쓰요!! ㅠㅠ 미국가믄 자동으로 찰칵소리 안나는데 한국오믄 찰칵소리 넘나 스투레스..😢,앜 저도 그래서 이태리서 가방 사오는 거 포기했는데.. 그래두.. 뭐 여행지에서 사오면 기억에 남잖아요. 즐건 여행하고 오세요~~,샤넬 뭐사셨을까?22bag인가요? 나도 맞추고싶다😍😍😍,"너뮤 부러워요… 하와이…🫢 그나저나 별샘님 왜더예뻐지시죠..?언제까지예뻐질예정이신지,,🧐🖤",앗. 매일 눈으로만 보다가 첨으로 댓글 남겨요😍저도 6월말에 2주 하와이 가는데 매우 떨립니다❤️,앗 나시도 너무 이쁜데요??!!(날씬하셔서 먼들 ㅎㅎ)나시정보도 궁금해여😍,저 케이스 정보좀 알려주실수 있나용💚,하와이 가면 무조건 1일 1아사이볼 해야 해요🌴🫶🏻🩷,별샘님 여행 영상 사진 넘 재밌어요🩵 대리만족 짱짱🏝️,첫번째 사진 맨 왼쪽 삐삐머리 넌줄 알았자나ㅋㅋㅋㅋㅋㅋㅋ,대기없이 살수있다니 넘넘 부러워요😍,그래서 가방이 몬데용 궁굼행❤️❤️,히히힛 놀라셨쥬~~^^,
너무 한적한 위치네요 숙소앞 바로 바다인거예요?!북적거리는게 내키지 않았는데 너무 좋은 정보네요~^^,와… 새밍님 덕에 근 10년전 하와이 숙소를 다 보네요..ㅎㅎ 신기방기 ㅋㅋㅋ 제 허니문호텔이었어요..ㅋㅋㅋㅋ 로비에 나던 향 늠 좋았는디.. 요기 로비책장문 밀면 클럽으로 변하는거 아직도 있을랑가..😂😂❤️🔥,덕분에 너무너무 힐링하고 이씀니다🥹,하와이에 강남스타일이..!ㅋㅋ😮 정보감사해요🤍🤍 메모메모!!!,사진보며 대리만족 중이에요 .고딩때 가족들이랑 갔었는데 기억도 안난다는😂😂,아쉽지만 하와이에서는 5성급이더라도 호텔 컨디션 기대하면 안됩니다😇 저도 리노베이션 한 곳 갔는데 하와이 가시는 분들은 호텔은 기대 안하시는 편이 좋은데 아무래도 비용이 싸지 않다 보니🥲,"더 모던 진짜 너무 좋죠,,! 진짜 가성비 끝장판,,🥹🥹",당장 하와이 날아가고 싶네요😍❤️,11월 하와이 예정인데 정보 감사합니다❤️,"7,8번째 사진 장소 알 수 잇을까용!?😀","혹시 금요일 불꽃놀이나 호텔 내에 스파는 가셨을까요? 저희 내년 1월에 가는데, 숙소 여러개를 가볼 생각이라..실제 후기가 궁금해서요 🤍",@ryuuuuuu_1019 ㅋㅋㅋㅋ,@jjang_072,@h__dun,
마우이는 간 지 넘 오래돼서 덕분에 추억여행 했네요 ❤️,너무예뻐서 홀리겠어요🥹,힝 너뮤 이뿝니다...!❤️,너무 예쁜 밤🌙 행복한 시간 보내고 오세요~,실루엣 마저도 넘 예쁜그… 🫰🏻✨,너무 예뻐요❤️ 당장 떠나고 싶네요😍,✨,캐리어에 숨어갈걸...,❤️,,,,,,
아이폰기본카메라가 ..지금 이렇다는건가요 ??ㅋㅋ신행때 하와이 다녀왔눈데 ..마우이 좋죠 …ㅠ,신행으로 마우이+오하우 갔던거 생각하며 별샘님 스토리랑 게시글 실시간 업뎃 사수해요..🩵 저도 부기보드 한참을 탔었는데 진짜 재밌던 기억이 나네요!!! 🥹,우왘..진짜 너무 좋으시겠댜...🩵사진으로 힐링 합니다🦭🩵,와 멋져요💕💕,"와,,,날씨 무엇😍😍 부럽다,,,,대리힐링하고 가요❣️",보기만 해도 힐링이네요 😍,,,,,,,,,
다시 가면 되지만 쩜 아쉽네요.. 저도 올라가는 길에 비가 억수로 쏟아져서 망했다 싶었는데(안개까지 더해서 너무 무섭) 올라가서 거짓말같이 무지개 등장하면서 개었답니다.. 발 아래 구름이 😍 할레아칼라가 제일 기억에 남아요👍내려오는 길에 본 별까지..별이 그냥 막 쏟아져요..,세상 행복해보여욤...🤍,마우이 너어무 좋죠 전 두살 아들 데리고 할레아칼라 다녀왔답니다^^,보기만 해도 행복하네요❤️,별샘님 탑 너무 귀여워용 탑 정보 알랴주세용❤️❤️,"안녕하세요? 죄송하지만, 하트 목걸이 정보 여쭈어도 되나요?😂😂",마우이보다 별샘님만 보이는😍,,,,,,,,
할레이칼라 가시죠ㅠㅠ!? 꼭 다녀오세요.. 마우이 너무좋아요 전 딱 1년전에 다녀왔었는데 아사히볼이랑 로코모코 다 너무 그립네요~,많이올려주세용 구경만해도 좋내요 ㅠㅠ,와… 영상화질 무엇..😮😮 너무 황홀한뷰입니더 ..🤍🌷,와... 별샘님 ㅋㅋ 저도 대리만족중입니더ㅜㅜㅜ 너무너무 그림같아요🩵🩵,그럼요 마구마구 도배해주세요😍,와🥹 사진으로 이정도면 실제론 얼마나 예쁠지…🤍,🏝️,오!!!!! 저도 빨랑 바꿔야겠어요 사진첩 정리도 하고 ㅎㅎㅎㅎㅎ 하와이 🌺 갈 준비할게 많아요 ㅎㅎㅎ,하와이 도배는 와이낫!!!! 😍 아 너무 좋아보여요 아악,우와❤️ 아름다운 공간과 좋은 카메라가 만나니 사진이 너무 예뻐요😍 사진 많이 많이 올려주세요❤️,하와이 너무 예쁜보석 같네요😊,아뉘@안올리수가 없잖아요😍😍😍😍,"천국이니,, 별이 많은게 천국 맞구만🥺",더더 올려주세요😍,더올려주세요 대리힐링 핸복캐요🫧🤍 근데 이거 14프로로 찍으신거에요 샘님?.. 와.. 화질무엇이죠!...?✨
바지 정보가 궁금합니다 !!🥹💛,하와이 여행 계획하는데..자유여행 가신거죠? 부모님모시고 가기에도 좋은가요? 어떻게 일정짜셨는지-.,어머머 수영장 보니깐 너어어무 좋은데요 😍,하와이 너무 많이올라서 ㅜㅜ휴,안다즈 마우이는 살앙입니다! 솔지키 음식 맛은 별로인데 프라이빗 비치는 아름다움 그 자체! 저는 프비에서 거북이도 보았어요👏,12월 예정인데 12월이 제일 비싸다니요.😢,@na.yooon,,,,,,,,
혹시 휴지 공구는 언제쯤 할까요? 여행중이신데 죄송함다......,여전하네요~~ 넘 좋죠 다시 가고프네용😢,아 영상만 봐도 진짜 하와이 최고야...💙💙💙,🏝️,우와❤️ 너무 아름답네요😍,안다즈는 여전히 아름답네요...🥹🫧🤍,하와이 여행 계획중인데 많이 올려주세요~~~😍,하와이는 공항에서 흘러나오는 음악부터 설레게하는💚💚,와 이거보니 하와이 꼭 가보고 싶어지네요🩵,헉쓰베리 넘 예뻐요 ㅜㅜ 여기 숙소 넘 가고싶은데 정보좀 알려주세용!!🙌,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하… 하와이 앓이 다시 시작이요😍,저는 6월달에 하와이 🌺가는데 너무 기대되요 💙,크👏👏👏 영상만봐도힐링인데 직접 눈에담으면얼마나감동일까용❤️😍,와 너무 예뻐요ㅜㅜ 화질 무엇👍🏻👍🏻 영상 사과폰으로 찍으신건가요?,Andaz Maui 는 사랑이죠 🫶🏻 @eugenee84
테그안되어있는 옷들 정보 알고싶어요ㅜㅜ특히 네번째 끝나시요 ㅠㅠ,샥스코브 스노클링 추천합니다. 저도 다녀온지 얼마안되서 설렘이 고스란히 전해지네요~😍,분홍보자에 회색맨투맨에 분홍바지 그리고 백팩🤍🤍 너무 귀욤🌸,"지난주에 다녀왔는데 ㅠ  마우이랑 오아후로.. 마우이는 할레아칼라 일몰 꼭꼭, 블랙락비치, 호오키파 비치, 하나로드.. 오아후는 코올리나비치 라군, 래니카이 비치(하와이어로 천국의 바다), 와이키키는 당연가실테고, 다이아몬드헤드.. 하나우마베이는 예약이 어려워서 실패했는데 도전해보세요",아니.. 코디컷 무슨일ㅠㅠㅜ 하트목걸이 정보 주실수있나요!!!,안녕하세요!! 혹시 그레이 맨투맨에 분홍바지 정보 좀 알 수있을까요????😍,"핑크모자,,색감 너무 제스타일인데 ..혹시 가능하시면 알려주실수 있을까요 ??🥹",4번째 사진 탑 정보 좀 알 수 있을까요?😮😍,"3,4 뷔스티에탑 좌표 좀 찍어주실수…",아놔 별샘님 피드보고 후아힌 엊그제 다녀왔는데 이러다간 하와이도 예약할것 같아요..😂힣 잘 다녀오세요❤️사진 마늬마늬,따라가고싶어요😍,조심히 다녀와🩷🩷🩷,오하우 맛집 디엠 드릴께여 ㅎㅎ,호텔은 이미 예약하셨겠지만 안다즈 마우이 수영장 예술이고요😂 도보로 가능한 거리에 와일레아아울렛 안에 있는 루스크리스 스테이크!!!!! 진짜진짜 인생 스테이크 였습니다🔥❤️,우왕 역시 옷들이 다 너무 예뻐요 행복한여행 되세요😍
@jypjyppp 이뿌다❤️,@ii_lsy_09_ii  이든이이거사줄까?!?!,,,,,,,,,,,,,
욕조위에 있는 우드 트레이 어디껀지 알수 있을까요? 😍,중간 쪼롱이 넘 이쁘구..😍 굿밤되셔요 새밍님:)🕊️,디엠 한 번 확인 부탁드려용 ❤️,이번에 베이지크 선크림도 같이 올까요?? 궁금해용,안녕하세요~ 텀블러 정보 알 수 있을까요?^^,,,,,,,,,,
