0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
저도 스쿼트를 잘하고 싶은데 왜 벤치 잘하고 싶을때처럼 막 하고싶지가 않을까요??,아니 스쿼트 레그프래스 둘다 변태같이 잘하시는데 ??????????????,저도 오늘 출근 전 하체했는데 하체는 역시 너무 하기 싫어요??,스쿼트 저두 젤 어렵네요 부들부들??,내일 하체 전에 쭌님 영상보고 해야게씀다????,하체까지 정복 갑시다~???? 스쿼트 너무나 어려븐~,쭈니님 반바지?????? 멋지십니다!! 저는 쭈니님 영상보고 배우고있어요!!,쭈니님 반바지?????? 멋지십니다!! 저는 쭈니님 영상보고 배우고있어요!!,같이해요 하체 1 초 정지스쿼트 하면 도움이 많이 된다고 하더라구요,크으 핫체 깊이???? 쭌님 유툽 잘보고이씀다 흥해라흥????????,저도 잘하고싶네요 스쿼트ㅠㅠㅠ,풀스쾃 깊이가 와 저는 그냥 저렇게 앉지도 못하는데 말이죠,이제 하체까지 업그레이드..? 너무 멋져지는거 아닙니까?!,하체를 잘하고 싶다는 생각 자체가 멋지다요??,풀스쿼트 어쩜 그리 천천히 내려가시나요 ????
팔할때 이삼두가 다 들어가 있군요..? 크…저는 둘 한꺼번에 하면 힘들어서 못하겠던데…,헬쭌님이 하는 운동 영상보면 왜케 맛있게 드시는거 같을까요?? ??,와 ??폭발??일부직전!!!공감가네요 아무래도 이지바가 손목 덜무리??,저는 오늘 가슴인데 쭌님 피드보고 불태워보겠슴당????,아 3. 저도 발 저렇게 해놓고 하는데ㅋㅋㅋㅋㅋ내적친밀감 상승..??,오늘 운동 전에 보고 따라해보게씀다!!????,지렸다..??,머신이든 프리웨이트든 보는사람이 다 대리만족 얻게 만드는 쭌님… ??????,저 근질에 저 크기라니 … 너무 강력하십니다??,저희헬스장은 이지바만있어서 일자가 있으면 좋겠는데 ㅜㅜㅠ,우왕아앙 왕팔????오늘도 고생하셨어용??,쇼츠 영상 보면서 잘배우고 있습니다!! 멋있어용 인님!!,와 기구들이 .....??????,저도 이지바가 가장 그립은 잘 맞는거같아요. 케이블익스텐션도 이지바가 잘 맞아요. ??,"쌤 질문이 있는데요! 가슴이랑 팔 , 등이랑 어깨로 묶어서 하는 이유가 따로 있으신가요?!"
아니 요즘 부쩍 느끼는데 몸도 몸이지만 나날이 잘생겨지시는데요??? 미남 쭌님 추천 아르기닌 장바구니 줍줍 !! 고생하셨습니다 ????,"마카 다 떨어지면 그걸로 바꿔야겠어요! 류신, 마카, 아르기닌이라니...;;",힙쓰 넘 맛도리??긍데 살빠진거죠??몸이 더 좋아지신듯??,크흐흐흐 팔이 얼굴보다 크시넹 ???? 셀링뉴 가즈아아앙????,하체랑 가까워지셨다니... 그게 가능한 일입니까?????? 저는 언제쯤 친해지련지 ㅎㅎ..???? 운동 고생하셨어요????,오오 아르기닌 제품 협찬이라니!! 너무나 잘 어울리는 모델분께 협찬이 들어간것 같아서 더더욱 제품 가치가 돋보입니다 ????,으아 ㅋㅋㅋ 저희집 5살짜리 공주가 우연히 쭌님사진을 방금 보게되었는데 누구냐면서 멋있데여?? ㅋㅋㅋㅋㅋㅋㅋ 와,저의 로망도 저도 반바지 입고 하체하기???? 하체 가즈아,아르기닌 필요한 성분이라고 들었어요! 지금도 멋지지만 쭌님이 더 흡족하실 바디가 되시길 응원합니다??????,멋지십니다?? 저의 로망. 엉 낑기는 비키니빤스가 엉때메 낑겨 못나오는 엉 만들기?? ??,오와 류신 마카 아르기닌이 다들어있다니 좋은것만????????,류신 매카 아르기닌 좋은거 모르는분은 진실의 방으루??,오늘 아르기닌 먹고 하체 조지고 와야겠습니당??,ㅎㅔㄹ쭌님 손이 곱네요??????,저의로망반바지 입었는데 꽉 끼여가지고 반바지말려올라갈만한 다리 만들기??????
크~~~ 이두근 성장하려면 터질듯이 하면되는가용??? 어떤분들은 셋트수에 예민해하지말라고 하던데 ㅜㅜ,조명 몸을 빛나게 하는게 아니라 몸이 조명을 빛나게 했네??,일요일 파운 원정운동 가신건가요 ???? 진짜 근질 미쳐버립니다…????,인님 피드보면 과연.. 여기서 더 좋아질수가 있을까? 싶습니다????,그럼 유튜브로 배우러 가겠습니다????,마스크는 헬스장 정책인가유???,와 바디컨디션 개미챴습니다 !!!!! ??????????,와 지방이 5프로도 안되보여요,근육이랑 핏줄 갈라지는가 무엇..진짜 살다 살다 이렇게 멋진 근육과 핏불은 첨이에요??,하.. 진짜 팔에 무슨일이 있으셨던겁니까!!! 대박입니다!,와….이게 말이되는 팔뚝입니까…반만 따라가보고싶네요,팔도 뮤ㅣ찼다 ????????????,주말에 파운까지?????? 운동 고생하셨어요???? 알찬 일요일 보내셨네요!! 월욜도..화이팅..합시다..??????,새로가신 맛집 위치 공유 가능해요?? ㅋㅋㅋㅋ 몸 좋으신 분이 오셔서 사장님께서 서비스 많이 주고 싶어 했을거 같애요,이듀 알맹이 직입니다용??????
모자 잘어울리시는데용!!??조교포스 물씬~~불금 운동도 고생하셨습니당??????,걸리면 큰일나는 조교룩인데요? ㅋㅋ너무 강력해.. ????,오우 이협찬템 찰떡이세요 무섭지만 살가운조교느낌,선글라스만 끼면 완전 조교겠어요 ㅎㅎ 호루라기까지요 ㅎㅎㅎ,점점 완벽한 역삼각형이 되어가시는겁니깎??군인쮸니님,어깨 갈라지는거 저도 갖고 싶어요.. 알려주세요????,군대조교 느낌 ㅋㅋㅋㅋㅋ 풀업 교과서니까요…! 조교 느낌 낭낭.. 멋지다…,어우 모자가 너무 잘어울리세요?? 군 조교느낌 제대로시네용??,으와 페트릭웨어 협찬받는 쭈니님 ????????모자 잘어울려요!!!,쭌님 살 빠지신거 같아요?? 모자쓰니 완죤 소두셔??,모자는 모르겠고 광배근밖에 안보여요...????????????,풀업 반만 따라하고 싶습니다????,득근뽘근 쭈니쌤한테 찰떡으로 어울리는 모자에옹 (??????)? ????,모자 너무 찰떡으로 잘 어울리시잖아요 ??! 완전 쭌님 모자임 ㅋㅋㅋㅋ,성난 등근육 대박 대박..! 모자까지 함께하니까 더 멋져요??
저는 요새 하체만 집중해서 했더니 운동이 하기 싫네요...?? 아... 내일또 하체....??????,ㅎㅎ하체 땡기는 날이 이쪄!!!!! 하체 땡길 땐 하체 해야죠!!!ㅎㅎㅎ??저는 등 자극점 찾기가 젤 어려운데 등을 가장 좋아하시는군요!!ㅎㅎ,저도 스쿼트가 여러모로 어려운 것 같습니다????,하체가 땡길 수가 있나요…?????,하체라 땡긴다구요???,저도 하체 땡기는데 내일부턴 살살 해봐야겠네요????ㅋㅋㅋ 이제 허리도 많이 나아졌고..,하체가 땡기는 날이 있다니..,헬쭌님 디엠확인 부탁드려도 될지 여쭤보고 싶습니다.,근쇠포들이 땡기는대로해야조^^ 쭈니님도 등어깨좋아시는군요!!??????,하체비중이높으신듯 역시,하체 고생하셨습니다??아주 맛있게 득근하신거 같네용~~,하체가 땡긴다니… 역시 보통 헬짱이 아니고서야 그런 생각 들수가 없는데!! 대단하십니다 정말 ????,네거티브 볼때ㅏ다 감탄합니다??,하체가 땡기다니 … 진짜 말도안….고생하셨습니다????,저도 내일 핫체인데 맛있겠네요??
머리 깔끔하게 짜르고 운동하기 있습니까?? 저도 조만간 헬쭌님 헤어스타일로 해봐야겠어요 탐나네요?? 왠지 무게를 더 칠 수 있을거 같애요,팔 어쩔거야 진짜 완벽한 피지컬인데 자꾸 더 커지는 게 함정 ??????,윗가슴 더 채울곳이 있나요..?이미 가득차있어요..!????,오늘 30으로 겨우겨우 하고 왔는데 두배를 들어버리시네요????,갠차나요 ㅋㅋㅋㅋㅋ 저도 60키로 댄싱컬 됩니다 ????????,바벨컬 60!!???? 저는 40입니다????,머리도 넘나 예쁘시고 중량도 진짜… 후덜덜 합니다 진짜 중량 & 예쁜 몸 다 잡아내신 끝판왕 쭌님…??????,분명.. 바벨컬인데.. 벤치 중량을 들어오시는 인님.. 항상 보면서 감탄하고 있습니다 !!,와...... 바벨컬 60키로라니........벤치 무게 아닌가요!!! 진짜 팔 강력하시군요???????? 팔에 바늘 꽂으면 빵하고 터질것같아요!!!,팔 살짝만 건들면 터질거 같아요??????,???????? 와우...바벨컬60이라뇨,헬스의 꽃인 3대운동크~~ 보통 초보자들의 경우 어떤 포인트로 운동에 참여하면될까요??,저 팔뚝 비결은 바벨컬 60만들기였군요????,바벨컬 60... 제 밀리터리 프레스 무게;; 강력하십니다????,60kg 바벨컬이라니 ㅎㄷㄷ 합니다...! 윗가슴도 이미 너무 좋으신데요??? 오늘도 운동 너무 고생하셨습니다!
저는 핵스쿼트머신에 원판 안달아도 힘들어요 쭌님..........ㅋㅋㅋ 나약한 하체 ㅜㅜ 넘 고생하셨어요 내일도 화이팅이에요 ????,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 강아지 다린 너무 심한데야 지금도 강력하십니닷????,저도 빠른 시일 내에 다시 하체 할 수 있기를?????? 레그프레스 완전 깊게 하시는군요?! 배워갑니다??,어머나 마지막 댕댕이사진에 시선을 빼앗겨버렸네요?? 간식을 원하는 눈빛인가요?????,바벨 무게 진짜 다른것 같은거 공감!! 저도 가끔씩 체감상 더 무겁거나 가볍거나 그런 느낌이 들더라고요 ???? 오늘 핫체 고생하셨습니다!!,ㅋㅋㅋ솔까 강아지 다린 아니예요?? 강쥐는 넘 귀여븐데용??,강아지가 귀여워요??,저 강아지 아빠된지 2주됬어요!! 보고있으니 시간가는줄 모르겠더라구요ㅎㅎ,악ㅋㅋㅋ쭌님ㅋㅋ아이유다리라니 말도 안된다구요?? 쭌님네 댕댕이 너무 아련한거 아닌가요????,하체지옥 다녀오셨군요 하체 잘 털고 오셨나요?,혹시 발가락으로 땅 꼬집어서 발바닥 고정하시나요????????,빈봉도 조금씩 달라용 막상 20 안되는거 많아용ㅋㅋㅋ,귀여운 강쥐 ?? 강아지는 주인이랑 다르게 슬림파군요 ㅋㅋㅋ 저도 이따 하체하러 가는데 고생하셨습니다!!,하체 하시느라 고생하셨어용!!!!마지막 강아지 사진 너무 귀여워용??????,수행능력 저보다 훨좋으신데…실제로보면 하체 두께감 좋으실것깉아요??
보통에 몇분할을 하시는가요?? 초보자들경우 몇분할이 좋을까요???,더 좋아질곳이 있나 싶을정도로 완벽에 가까우신것 같습니다 ????,크 진짜 강력하다?? 사진으로 남기니까 변화되는 모습을 한눈에 볼수있는거 같아요??,제 등이랑 좀 바꿔주세요 제발,와 씨 중량 뭔일인지 …. 미쳤슴다 역시 ???? 어깨 느낌을 떠나 생존인데요,원래도 크셨지만 더 커지신 것 같은 느낌이..!??,역시 옵티머스프레임!! 더 확장되셧습니다??????,제 팔 좀 어떻게 해쥬세요 조짐당하고싶어요 핡핡,저랑 이두 광배 바꿔요 ㅠㅠ 제발????,주말에 원정다녀오셨네요?? 조명 다른게 느껴지긴 하네요??,진짜 제 꿈은 쭌님이에요…몸이 어뜨케 이래!!!,워... 짱멋.. 다이어트 욕구 뿜뿜,볼때마다 팔이 정말 어마어마 하십니다ㅎㅎ 펌핑 전후 상완둘레가 어느정도나 되시는거죠?,와!!! 합성인줄!!더 좋아지실게 있었네요??? ????,수고하셨어여????
와… 거기 교회 어디죠?? 저도 다니고 싶네요?? 주말 잘보내세요!!,전신을 하는 날이면 왠지모르게 기분이 좋아지더라구요 저는 ㅋㅋ????,"쭌님이 다니는 교회는 다들 몸짱밖에 없으시군요,, ???? 여러명이서 가서 운동하면 너무 재밌을거같아요ㅠㅠㅠ 한번 해보고싶다!!",크리스마스에는 모두 프로틴 파티인건가 ??????,이런 운동하는 교회 오빠 형? 크…,우와 강력해 ㅜㅜㅜㅜㅜㅜ넘 보기좋은데요!!! 원정하체 넘 고생하셨습니다 헬쭌채고????,교회 동생들 최고의 센세한테 제대로 배우셨겠네??????,교회분들이 다들 몸도 좋으신데요??,교회동생들 교회에서 믿음가득한 오빠인줄알앗는데 알고보니 근육가득!!^^,전신이라니....듣기만 해도 전신이 아찔해집니다ㅋㅋ,쭌님도 교회다니시는군요?? 멋진교회오빠?? 동생들이 자랑스러워하실 것 같아요?? 오운완 고생하셨습니다??,쭌님 조명 필요없으실텐데????,몸짱들만 있네 아주 무서워요 ….. 다들 몸뚱이가 화나잇어 ??,교회오빠가 다 쭈니님 같다면....???,오 교회오빠중 가장 헬짱이실것 같은 쭌님!! 파운 엄청 재미있으셨을것 같아요 ㅎㅎㅎ 고생하셨습니다!!
역광도 뚫고 나오실 몸이신데?? 헬스장 고르는게 항상 어려워요;;,어떠케 12세트 만에 운동을 끝내지.. 12세트 안에 얼마나 많은 시련과 역경이 담겨 있을까 ??????,등을 모으는것 조차 힘드셨다니… 대체 얼마나 부신겁니까!! ???? 가슴 운동 고생하셨습니당 ????,하하..남자분이 삼각대 들고 다니는건 흔친 않더라구요??  그래도 머 눈치볼거 없쥬,오 네번째 원판으로 하는거 저거 저도 해바야겟어용 자극 좋나오 !??!,새 헬스장 갈 생각만 해도 설레는데요?! 옮기기로 결심하신 건가요?!,"삼삼데이는 삼겹살데이쥬우우 >_< 가슴운동,, 12세트유??? 쭈니쌤처럼 되려면 12세트씩 해야하는거쥬.,,?",조명이 젤 중요하죠!!?? 근데 역광이셔도 강력하실거 같은데??,손목보호대  어디껀가요??,덩치큰 삼각대 말입니까?ㅎㅎ???? 요즘 다 찍는데 괜찮습니다 ㅎㅎㅎ ??,부끄럼 많은 사람은 쉽게 옮기기 어렵죠??,등을 모으는것..자체가 힘이드는데..12세트라니..정말 늘 대단해요?? 삼겹살데이 너무 부러운걸요?? 행복한 삼겹살데이 보내구오세요!??,12세트만하면 쭌님처럼 되는거죠??이제 12세트만 하는걸로??????,역시?? 오늘도 열운 하셨군요오ㅎㅎㅎ 불금 잘 보내봅시당??,항상 열심ㅎㅣ 하시는 넘사벽 쭈니님 !! ???? 멋집니다.  홧팅 입니다. 계속 응원할께요??
숄프 기계인가요 ㅎㅎ 이러니 어깨가 좋으시지????,또 금욜이네요??  저는 낼 등운동 넘 기대되요 어깨를 할까???,저도 요며칠 많이 먹어서 회개해야하는데..ㅎㅎ 쭈니님 보면서 회개운동 다짐했숩니당?? 근육통 많을 것 같다니!! 운동이 잘 먹었나봐요??????,진짜 월요일같은 목요일이었슴당?????????? 파운 강력하게 하셔서 회개 다 되셨을듯,고생하셨습니당!!! 파운하셨으니 득근도 두배로 얻으셨을거에용!!??????,쭌님 캡모자 쓰신분인줄 알았는데…ㅋㅋㅋㅋㅋㅋ??,오디에 살이 찌셨는지 모르겠지만 회개운동하시는 모습도 멋지십니다???? 오늘도 행복한하루로 마무리하시길 바래요??,조교 선생님 무서워 보이십니다??,역시 쭈니님 대단하십니다!! 회개하기위해 용병투입! 표정에도 진심이 최고입니다^^,살이 어디쪘죠!!!!!!!! 고생하셨어요 쭌님!! ????,회개에는 파운만한게 없죠!!??????????,쭌님!!! 비니까지?? 뺏어갈 작정이십니까?!몸이 다르니 비니도 좋아보이네요????,운동볼륨 얄짤 없네요 !! 미쳤다 오버헤드프레스 ??,표정 제대로 찍히셨는데요ㅋㅋㅋㅋㅋ모든고통이 느껴지는??????????????,벌써 금요일이라니... 주말운동 못하는저는 슬픕니당????
저도 스쿼트가 편하진 않지만 자존심 때문에 버리지는 못하고 계속 하다보니 조금씩 나아짐을 느끼는 중입니다?? 다른 하체도 있지만 3대 몇? 포기할수 없잖아요 ㅎㅎㅎ,하...학다리라니 그럼 저는 소금장이...??? 쭌님 목표하시는만큼 이루시길 바래요??,학다리라니요!! 아닙니다 아니에요 인정 모태..! 핵스쿼트 할 때 폴롤러 정말 생각도 못했는데???? 담에 꼭 폼롤러 끼고 해봐야게써요!!,아니 대체 누가 학다리일까요 …… 진짜 기만입니다 선생님 ????,오…꿀팁..! 어뜨케 학다리에요!! 아닐텐데???? ㅋㅌㅋㅋ 스쿼트가 제일 재밌긴 해요…그 재밌는거 저는 당분간 못해요…,저도 진짜 다른 핫체운동으로 대체해서라도 스쿼트는 안하고 싶은데 이게 참… 마력이 있습니다 스쿼트는 ???? 헬요일 고생하셨습니다!!,오..? 핵스쿼트 폼롤러는 생각 못했는데 완전 꿀팁이네요???? 저도 허리디스크때문에 스쿼트는 절대 못하는데 한번 도전해봐야겠어요..????,집에있는 반바지 다 갖다 버려야갰넹???? 스쿼트 진짜 하기싫긴한대 또 하이바로 풀스퀏 하시는거 보면은 욕구를 참을수가 없..??????,스쿼트 저도 첨엔 하기 싫었는데 이젠 슬슬 재밌어지려구 해용!??????,ㅈㅓ 무게를 들 수 있는 쭌쌤 멋있뀨 부러워영 ?(????)?“ 제가 들면 깔리겠죠?!? 저 무게를@들 수 있는 그날 까쥐 ???? 득근득근,핫체 오히려 레그프레스가 잘먹던데 그래도 스퀏 온몸운동 놓칠수 엄쬬??,진짜 가동범위와 운동 집중력의 달인???,학다리 절대 못참쬬?? 여름되기 전까지 더 조져봅시다??,이미 강력하신데!!^^ 쭌님 저 당직때 유튜보는데 숏츠에서 나와서 와 제 인친이예요 햇슴다??????,
저 대회 나가는 날 팔쫌 빌려 주세요 ㅠㅠ 몸도 빌려주시면 감사하구요!!,몸이 덮였다는게 근육으로 덮였다는 그말이신거죠!? ㅎㅎ 행복 주말 되세요????,어깨에 하체.. 진짜 강력하십니다????쭌님도 주말 잘 보내셨나용?? 벌써 월요일이지만 ..화이팅합시당??????,데피/컨디셔닝/매스 전부다 부럽????,준님 여기서 식단까지 하시면 난리나는거 아니냐구요????,일주일에 하체 두번 가져가세요?,맛있는거 드시면서 주말 잘 보내셨는지용?????,와 바디컨디션 개미쳤어요 ! ㄱ??????????,와 오늘 오헤프 30으로 하면서 힘들다했던 나 자신 반성해??,"와 어깨랑 하체랑 같이 하시다니 정말 대단해야 쭈니쌤,,저는하체만 하면 달아나고싶은 심정이 가득 가득??",운동하는 남자는 옳다! ㆅㆅ 선팔하고 갑니당 소통해요 :),쭌님 햄볶한 주말 보내세요!! 요즘 유툽도 활동하시더라구요????????,쭈니님 유튭구독자 금방 늘어나네요!!????,아니~~ 어떻게 하면 인친님처럼 어깨 생기나요 ??????????,
웨이트만 두시간 넘게 하시는건가요!!?????? 근육통이 생길 수 밖에 없는 운동량인걸요.... 저는 한시간 반정도 웨이트하고 사십분 유산소 하는 것 같아요!! 물론 컨디션에 따라 달라지지만요 ㅎㅎ..????,두시간동안 버틸수 있는 몸과 정신이 안되네요????,저는 유산소 스트레칭 합쳐서 2시간 내외로 하는거 같아요! 원래는 3시간도 있었는데 이제 그러기엔 몸이 못버티는거 같더라고요..???,저도요ㅠ 피곤해서 조금만해야지 했다가도 가면 기본 2-3시간 하게 되는거 같아요????,이렇게 좋은 몸을 갖고계심에도 불구하고 항상 연구하고 고민하시는게 진짜 대단하십니다 ????,볼때지만 너무 견갑을 잘뽑는것 같군뇨????,간결한 운동이 2시간이군용???? 역시 쭌님은 따라갈 수가 없습니다????,우와 웨이트를 2시간 넘게 하시다니 진짜 대단하세요!! 존경존경??????,역시 파운이 안쓰던 그뉵통에 최고????,와 소리 납니다 ??????,와 렛풀 그립 변형 저도 해봐야겠습니다!????,저는 50분 정도 웨이트하고 40분 유산소해요! 2시간을 웨이트로 다 채우신다면 정말 대단하시네요..??,간결하게 한것이 이정도인가요.. 쭌님은 엄격하셔 ????????,저는 그냥 하고싶은 만큼 하는거 같아요...홈짐의 장점??,
파운 3시간이면 운동강도가 장난아니겠는걸요??,와아 네기티브 오지는 프레스군녀???? 완전 제스타일입니당????,프리와 스미스머신이 자세 차이가 없네요????,세수할 때도 쥐날 정도면 아주 운동 제대로 되셨네여! 오늘도 강력하십니당??????,벤치프레스 맛집 쭌님!!! 내일 가슴인데 쭌님 영상 보면서 연습해보겠습니다!! ????,역시 파트너 운동???? 같이 하면 시너지도 두배가되죠??,저도 파운 같이해줘용 등신 되고싶어용??????????,오우 인연이 신기하네요 ㅋㅋㅋ 구독자분도 몸이 ㅎㄷㄷ,우와 대바아아악!! 이런 인연 넘 신기하잖아요! 파운 고생하셨습니다????,"벤치츠레스의 정석.. ??쭌선생님은 팔꿈치 내회전,외회전 어떤 방식으로 받으시나요?? ??",와… 이제 헬쭌님 연예인이시네요???? 저도 만나면 사인 해주셔야해요!! 역시 강력한 사람은 강력한 분을 알아본다더니…,우와 정말 신기하네요?? 앗 그렇게 3시간을 운동하셨다니 정말 존경합니다????,아니 이두 무슨일이에요… 왜 팔에 제 허벅지를 달고 있으신거죠..???,오늘도 정자세 슬로우 모션으로 가슴 깊숙하게 잘 먹엇네요. 제가 다 뿌듯합니다. ??????,아 진짜 부럽다 저분..어디로 가면 파운할슈있나여????
너무 공감이 되요 하체 하고 나서는 너무 힘들어서 어깨는 못하겠더라구요?? 그리구 3월4일날 대회장 오세요?,ㅎㅎ 저도 브이스쿼트할때 등받이에 기대면 허리가 아파요 ㅎㅎ 고관절 유연성이나 패턴이 익숙하지 않아서 그런듯한데 저중량으로 움직임패턴 연습을 하거나.... 그냥 브이말고 스쿼트로 갈아타버립니다....??,쭌님같은 갓바디도 자세 고민을 하시는군요 ........... 근데 저도 핵스쿼트할때 등받이대면 허리가 아프던데 ㅜㅜㅜ방법찾으시면 저도 공유해주세요!!!!!! 넘 고생하셨습니다 ????,크흐 하체 스퀏트랑 레그프레스 지대로 하시는군뇨????,맞아요...스쿼트 할 때 나만의 미는 느낌이 있어야하는데..?? 저도 늘 공부중입니다요!! 우리 잘해보자구요!!,하체도 좋으시면서….저는 언제 새다리 탈출을…??,그냥 스퀏이랑 스미스스퀏이랑 둘중엔 깉은 중량대비 뭐가 더 힘들게 느껴져요??,"맞아요 하체 하면 그냥 빨리 집에 가고싶어요,,,어깨도 같이 해야지 하면 꼭 하체끝나면 집 가고싶더라구요^^….다들 똑같규나,,,,,,,",저도 핫체하면 다른 부위 추가로 하는건 진짜 불가능에 가깝더라고요…????하체 진짜 고생하셨습니다!!,스쿼트는 너무 좋은 운동인데 아직도 자세가 뭔지 모를때가 많은 거 같아요ㅠ 종류도 많구요????,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하체하고 나면 아찔해져서 다음 운동 생각 안나는거 ㅇㅈㅇㅈ고관절 스트레칭하고 완전 부착해서 기대지 말고 스쿼트 자세로 해보시는건 어떨까영??? 제가보기엔 스쿼트 자세 좋으셔서 감만 잡으시면 안아프게 잘하실거같은데?????? 언능 해결하고 팁 알려주세요!,하체하고나서는 모든게 지치죠^^ 그만큼털어내고 불태웟다는뜻!!! 수고하셧습니다!!,한참을 내려가시네?????? 천천히 좋아지세여.. 못 따라가겠어여..?????,역시 여전히 미쳐버리셨군요?? 자극 뿜뿜 받고 저도 다시 열심히 해봅니다?? 저도 핵스퀏할때 허리가…??,와 스쿼트 자세 너모 좋아요 ! 흔들림없네요 부럽강 ??????
저도 인님처럼 광배 운동하면 광배가 확실하게 자극받았으면 좋겠네요ㅜ,와... 풀업 진짜 잘하시네요.. 선팔하구 갑니다!,오우 한마바키가 여기잇네????,컨디션회복 ? 매우 좋은 소식이군요 !!! 쭌님도 감기걸리지않게 조심하세용 등운동 잘보고갈게여 ???,와 등 엄청나네요?? 자극받고 갑니다!오늘도 부상없이 득근하세요????,와??진짜 광배 볼때마다 너무 부럽습니다??,볼때마다 대리만족 ????오늘도 고생하셨습니다!!,몸 지리십니다???? 근데 수행믕력도 지리셔요..,"와,,,진짜 말이 안나오네요,, 견갑 와 ㄷㄷ",오늘 저도 등어깨갑니다,크 또 눈호강하고 갑니데이??,하앍.. 등운동 진짜 찐득하게 죽입니다요??????,쭌님의 등은 역시나??역시나입니다 수고많으셨어요 ??이번주도 부상없이 득근 화이팅입니다 ??,와ㆍ. .cg같으심??????????할말을 잃게만드신다. . .,날개가 어디까지 빠지는거에요!!!!!!부럽?? ????????
크흐 몸이 좋으시니까 머슬핏입으니까 옷이 찢어질것 같군뇨????,옷이 모델 빨 받았어요 진정한 머슬핏 아니냐구요??,ㅎㅎㅎㅎ 왕팔님이 왕팔된 느낌은 뭔가요?ㅎㅎ 팔이 약한 사람이 광고해야 설득력이 있죠????,팔낑기?찡기는거. .심쿵????머슬핏이 더 빛나네요,주말에도 득근하시나요?? 즐주 보내십쇼!!??,강려크 하십니다??????머슬핏도 몸이 이리 좋아야 핏이나온다는ㅋ,이번에 받은 협찬티 시원해 보이고 좋네요!! 역시 운동하는 사람은 머슬핏 티를 입어줘여 맛이나죠 ㅋㅋㅋㅋ,쭌슨생님 덕분에 동기부여 팍팍됩니다 ??????????,와 머슬핏 반팔티 너무 잘 어울리십니다 몸이 워낙 좋으시니까 그저 찰떡 ????,ㅋㅋㅋ왕팔쭌님께서 입어주시니 팔이 더 돋보이는 티샤쓰!!!!! 색도 이쁘드앗!!,여름에 찰떡이겠어용,진짜 바디컨디선 진짜 개미쳤다 ??????,누가봐도 주고싶겟다...ㅋㅋㅋㅋㅋ??,헬쭌님이 입어서 왕팔아니냐구용??ㅋㅋㅋㅋㅋㅋ,머슬핏의 근본 이십니다…감탄띠??
최근 체중이 빠지셔서 영향이 있는 게 아닐까요?????,크흐 헬쭌님은 무척 잘됬다니 제가 다 기분이 좋아지군뇨??,역시 인기많은 이유가 있으시다니깐요 ????!! 수요고개 화이팅입니디 ?????,와 유툽도 하시고 갓생사시네용??????,와 오늘도 바디컨디션 난리나셨내요 ! 진짜머싯습미다 ???? 부족함 없어요 ??????,65키로에 이 몸이면 걍 다 씹어먹고 재패할꺼같음 크흐...????,유투브 떡상하실겁니다 ㅎㅎ,우와 천명 축하드립니다????,핏줄이 진짜 !!! 나시핏이 저런분은 쭌님밖에 못봤다구요!! 넘 고생하셨습니다 ????,피지컬이 워후..꿀팁도 많고 너무 좋습니다 소통하고싶어요!??,하루에 운동을 몇번하쉽니까??,우와 저도 구독할게용??????,우아와 핏줄이 나뭇가지처럼 뻗어져 있네요 대박??????머쉬따,하..???? 스킨이 얼마나 얇으신걸까????,
이미 강하신거 같은걸요?? 근데 중량을 어느정도는 해줘야 몸이 나온다는건 저도 그렇게 생각하는데 힘 진짜 잘 안올라가는거 같아요 스트렝스식 운동을 섞어줘야하나 싶어요,근육 외에도 인대나 건이나 관절이 적절히 쉬어줘야 되서 회복운동을 해주시면 좋지 않을까요??? 너무 고강도로 혹사하실 수 있습니다ㅠ,가슴 팔 운동 고생했어요???? 전에는 들렸던 무게가 잘 안들리는 날이 있지요?? 컨디션 차이 정말 무시 못하는거같아요?? 그래도 여전히 강력하십니다??????,오늘부터 제 꿈은 쭌님입니다…??팔이 이렇게 강력한데! 근데 어느정도 중량 쳐줘야 몸이 커진다…는 말에 동감해요…다만 제 힘이 부족할뿐??,크흐 이미 강하신데 더 강해지기위해 자가성찰하는 모습 멋지십니당????,와씨 바디컨디션 개미쳤고 플렉스 그냥 장난없네요 ㄷㄷㄷㄷ????????????,여기서 더 성장하시면 진짜 피지컬 찍으실수있을거같은데요!! 인님중에 쭌님이 최고이신데에??????,ㅈㅓ게 들어지나요? ….????,저도 중량을 너무 올리고싶은데 ㅜㅜㅜㅜ 아직 너무 나약하네요..,가슴 팔 운동 수고하셨어요 !! 진정으로 나약한건 저인걸요.. 멘탈이 약한거 같아서 어제 운동할땐 최대한 멘탈 잡고 하려고 노력했어요,크흐... 진심 볼때마다 간지작살????????,저는 쭌님처럼 강해지고 싶네여...??,크으 역시 고립은 고뇌를 부릅니다??????,지금도 강력하지만 발전하려는 모습 자체도 강력하십니닷??????,팔운동 비중은 많이 잡으시네요 ~~ 매일 팔운동을 진행하시나요 ? 그래서 팔이 좋으신건강 ㅎㅎ
