POS String,분류된 품사
small satisfaction??더현대서울디올매장오픈초대받아서겟한?? 오블리크미차이쁘니까 피드 박제네이비가 희귀템이라구하기 너무너무어려운데ㅎㅎ내꺼될 운명??스카프 양면이다른 모양이라활용도가 높아서 만족??역시  새롭게 오픈한곳은물건이 많은가봐여 득템  성공 더현대서울매장 강추??빨리 여름지나고 하고싶네요??남성디올은 8월에오픈한다니 ㅎㅎㅎ남편이랑 또 한번가봐야겠어요??요즘같이더울땐역시실내데이트가 최고쥬,피드|박제|이비가|운명|스카프|양면|이|모양|활용도|만족|오픈|한곳|은|물건|성공|더|현대|서울|매장|강|추|여름|남성|디오|8월|오픈|한번|요즘|때|실내|데이트|최고|쥬
주말에 간 아웃백??엘본스테이크 750g고기킬러?스테이크사랑미듐레어 선호해욥담백하니 고기씹는맛이 일품????말해모해  맛입니당??엘본은 엘자모양으로채끝등심과 안심을둘다먹을수 있답니당 안심 양에따라  엘본.티본으로달라진데용엘본은 안심이적고 티본은안심양이많아요 티본은 원하는그람수가없어서엘본으로 주문했어요??엘본스테이크 100g24000원엘본스테이크주문시프리미엄사이드ㅡ9900원카프리제ㅡ19900원홈메이드수프ㅡ4500원무료로  준답니당부시맨브레드는 물론당연히공짜??또 스테이크 먹으러가고싶네용???♀?                                  ,주말|아웃백|엘|본스|테이크|선호|해|욥|고기|맛|일품|말|해|모|맛|엘|본|엘|자모|양|채끝|등심|안심|합|당|안심|양|엘|본|티보|용|엘|본|안심|이적|티보|안심|양이|티보|그람|수가|없어|서|엘|본|주문|엘|본스|테이크|답|당|부시맨|브레드|공짜|스테이크
우도오면꼭 먹어야하는우도 땅콩 아이스크림?아주 고소하니맛있어욥???♀?바다뷰보면서먹는 아이스크림이란힐링 그자체:)저는 참고로신행11월에 갔답니당??안추웠어요,우도|오|면|우도|땅콩|아이스크림|아주|아이스크림|이란|힐링|자체|고로|신행|11월|답|당|안
   전달 후 예랑이랑 목동 맛집 제주연탄고기방문했답니당??제주도가지 않고 제주산 오겹살을 먹을수 있는곳  연탄초벌로 불향을 입히고 직원분께서 자리로와서또한번  직접 맛있게 구워주시는 오겹살?? 이렇게 정성 가득 오겹살인데맛이 없을수가 없겠쥬?오겹살육즙 퐝퐝오겹살의 쫀득함이 진짜말모 말모 말이 필요없답니당 jmt한라산소주 와 테라 맥주의 조합?? 오겹살 다 먹고 간장불고기로넘어가서 깻잎에 싸먹거나 백김치에 싸먹으면 더 맛있다는 말씀 단짠단짠의 끝판왕 이날 예비시댁을 가서 긴장을 해서 밥을 많이 못먹었는데여기서 배터지게 먹었어요 고기사랑??간장불고기 먹고 마지막으로고불이(고추장불고기+볶음밥+치츠) 식사까지 푸짐하게 먹었습니당 치즈들어간 음식 길게 서명 nono  제주도산 제주고기가 떙긴다면제주도까지 갈 필요없어요목동제주연탄고기에서 맛보셔용 완전 강추 ????????재방문의사 있음??서울 양천구 은행정로18길 20-1??가게앞에 주차장있어요                             ,전달|후|예|이랑|목동|맛집|제주|연탄|고기|방문|답|당|제주도|주산|오|겹|살|곳|연탄|초벌|향|직원|자리|서|오|겹|정성|오|겹|살인|맛|오|겹|살육|즙|득|진짜|말|모|말|모|말|필요|합|당|한라산|소주|테라|맥주|조합|오|겹|간장|불고기|깻잎|백김치|말씀|단|짜|끝판|왕|이날|예비|시댁|긴장|밥|배|고기|사랑|간장|불고기|식사|습|당|치즈|음식|서명|제주|도산|제주|고기|필요|없어|요|목동|제주|연탄|고기|맛|보|완전|강|추|재|방문|의사|서울|양천구|은행정로|18|길|-1|가게|앞|주차장
강릉여행피드??드디어사진 정리해서올려봅니다ㅋㅋㅋ요기는 강릉역 맛집  너무맛있는곳????같이 시킨딸기막걸리 진심 jmt??양이 너무 많아서친구랑 다 못먹어서아쉬웠어요??들고다니면서먹을까도생각함요??가게 외부도느낌 있고웨이팅하면서사진 많이 ㅋㅋ찍었네요ㅎㅎ다음번엔남편이랑 와야겠어요??또 방문하고 싶은강릉 맛집 옹막,강릉|여행|피드|드|디어|사진|강릉역|맛집|곳|딸기|막걸리|진심|양이|친구|생각|가게|부도|느낌|방문|강릉|맛집|막
   가성비 갑 한우 고기 맛집??송파일파 다녀왔답니당 이미 송파 맛집으로 유명한곳이쥬고기메뉴는 2가지 짝갈비와 살치살 ??한우 짝갈비(100g)- 18000원??한우 살치살(100g)-25000원 ??갈비된장찌개 -7000원??계란찜- 5000원 제가 개인적으로 제일 좋아하는 한우 부위는살치살 이랍니당그래서 가기전부터엄청엄청 기대하고갔어욥?? 한우 짝갈비는 한우갈비한짝을 뼈없이 살만 발라서손질되어 나와서 먹기편해욥 더군다나 한우투쁠이래용??한우만을 고집하고 정량을 제공하며  냉동이 아닌 생고기마진을 최소해서 이가격에 가능하다는점고기가 아주 싱싱하고마블링 넘 예쁨ㅎㅎ고기사랑?? 고기육질이 굉장히 부드러우면서한우육즙이 가득가득말해모해?한우갈비 된장찌개도 필수로 시켜야해요??아주 실한 갈비가 3개나 들어있더라구요국물도 맛있고 건더기도많이 들어있어서 배불리먹었답니당계란찜도 탄내안나고폭탄계란찜 st 아주 굿굿????점심 한정으로 판매하는산더미 갈비탕도 인기라고하던데 많이 점심때 한번 먹어보고싶네용질 좋은 한우만 고집하는송파 일파 강추 합니다???♀?ilpa.official??서울 송파구 백제고분로41길 6-5 1층 일파  석촌역2번출구 ??주차가능                    ,성비|갑|한우|고기|맛집|송파|일파|답|당|송파|맛집|유명한|곳|이|쥬|고기|메뉴|갈비|치사|한우|갈비|한우|치사|갈비|된장찌개|계란찜|제가|개인|제일|한우|부위|치사|기전|기대|어|욥|한우|갈비|한우|갈비|한|뼈|발라|서|손질|해|욥|고집|정량|제공|냉동|고기|마진|최소|가격|고기|마블링|넘|고기|육질|우|육|즙|말|해|모|한우|갈비|된장찌개|필수|아주|실|갈비|국물|건더기|답|당|계란찜|안나|고|폭탄|계란찜|굿|굿|점심|한정|판매|산더미|갈비탕|인기|점심때|우만|고집|송파|일파|강|추|서울|송파구|백제고분로|41|길|-5|일파|석촌역|출구|주차|가능
  즐길수 있어요저는ㅋㅋ공중그네를탔었는데다음피드에동영상 올려보게용후덜덜했어요ㅋㅋㅋ조각공원답게여러 작품들이곳곳에전시되어있으며그 중 젤 핫한곳은마이다스의 손??번호표도뽑아서기다릴정도로핫한곳입니다ㅋㅋㅋ솔직히마이다스손사진찍으러가는것같에요????가격대인 미디어아트조각공원ㅡ15000원(사전인터넷구매시7% 13900원구입가능해요)소인 미디어아트조각공원ㅡ10000원대인 미디어아트+트릭아트ㅡ25000원소인 미디어아트+트릭아트ㅡ16000원공중그네비용ㅡ3000원볼거리가많은 여수예술랜드꼭한번ㅎㅎ구경해보세요???♀?                  ,작품|곳곳|전시|젤|핫|한곳|은|마이다스|구입|소인
간만에  짝꿍이랑??신혼때 많이즐겨야지 다음달엔 벚꽃놀이??요기 인사동이에요ㅎㅎ인사동핫플이  갔다 왔어요???♀?'한국의 신비로운 12가지 이야기'힙한 전시 다녀왔답니당:)ㅋㅋㅋㅋㅋ다음피드도 인사동??,간만|짝꿍|이랑|신혼|때|다음|달|벚꽃|놀이|요기|한국|신비|전시|인사동
구찌 x리차드지노리이태리명품 테이블웨어리자트지노리  구찌와 콜라보                   ,구찌|리차드|노리|이태리|명품|테이블웨어|리자|구찌|콜|라보
이제슬슬 휴가시즌이네요이놈의 코로나코로나바이러스가 빨리 없어져야 하는데??매년 해외로 한번씩 휴가차 나갔는데...휴가시즌이 왔지만갈 수 가 없다니 슬픈 현실이네요??푸꾸옥 그립당.??언제가 될지모르겠지만하루 빨리 코로나 끝나서 여행가고 싶네요.. ?다들이번  휴가는 어디로가시나욤?                             ,휴가|시즌|코로나|코로나바이러스|해외|한번|휴가|휴가|시즌|그립|당|하루|코로나|여행가|다|이번|휴가
짝꿍이랑??추억만들기즐거웠던강원도 여행:)남편이랑여행 다니는 게제일  재밌음??언제나 재밌길~,짝꿍|이랑|추억|강원도|여행|남편|이랑|여행|게|제일
이번주 주말에도남편이랑철쭉 보고왔어요???♀?이번년도봄에피는꽃이란 꽃은다 볼꺼같에요??ㅋㅋㅋㅋㅋㅋ꽃은진심보고만 있어도마음이 힐링됩니당??진짜진짜화사해요꼭 한번가보세요:)이번주가 피크일꺼같에요ㅎㅎ,이번|주 주|말|에도|남편|이랑|철쭉|이번|봄|에피|꽃|꽃|마음|한번|가보세|이번|주가
연남동 오므라이스 맛집연트럴파크 신상맛집??짝꿍이 찾은신상 맛집이랍니당사장님이 제주도에서에그써티를 운영하셨는데연남동으로 이사오셨어용?? 오므라이스with스트로가노프(러시아국민요리를 한국인에 맞게 변경 부드러운 청정제주돼지안심으로만든 에그써티시그니쳐메뉴) 완전강추돼지누린내도안나고 씹는식감이좋아요 오므라이스는 너무부드럽고돼지고기와 오므라이스 조합??????오므라이스with함박스테이크(오므라이스와 라구소스로 맛을낸 함박스테이크의 조화 풍미작렬)함박의 풍미가 예술????나만알고싶은 맛집??                         ,연남동|오므라이스|맛집|연|파크|신상|맛집|짝꿍|신상|제주도|에그|티|운영|연남동|이사|한국인|변경|청정|제주|돼지|안심|에그|티|그니|메뉴|완전|강|추|돼지|도안|감|오므라이스|돼지고기|오므라이스|조합|오므라이스|함박|스테이크|오므라이스|라구|소스|맛|함박|스테이크|조화|풍미|함박|풍미|예술|나마|맛집
남편이 찍어준 사진들다 마음에 들어서전부올리기??엣날엔 100장찍어2-3장건지는데요즘 5번 찍어도찍는거마다ㅋㅋㅋ건질께 있어서 너무좋음요??울여보 제2의직업 찾음??평생 잘부탁해??,남편|사진|마음|-3|장건|요즘|울|여보|의직|업|평생|부탁
요기가 바로포토존  명당??줄서서 찍는곳이랍니닷쏠비치진도왔으면 무조건여기서  찍나봐영??간만에 남편이랑??,요기|바로|포토|존 명|당|서서|간만|남편|이랑
    여행3일차에   로다자이후 갔다왔어요??부모님 모시고 먼 근교는대중교통으로 다니기 힘들어서패키지여행처럼 당일 투어로갔다왔는데 편하고 좋았어요:)다자이후 명물인 스타벅스?? 일본  유명건축가인   스타벅스입니다일본 전통이느껴지는 목조미구조못을이용하지 않아서 더 유명한 건물꼭 한번 가보세요:) 인증샷 필수다자이후 텐만구 신사가는길에유명한 명물 떡인 구운매화떡(모찌)을 필수로 먹어봐야해욤우메가에모찌라하는데 짱구가 좋아하는ㅋㅋ떡이래욤 먹어봤는데 쫀득하니 맛있어요ㅎㅎ또 다자이후에서 유명한 명란 바게트  여기가 모찌집 보다더 유명함?? 줄이 더 길었어요늦게오면 웨이팅 1시간이상짭조름하면서  명란 식감이좋았어요?? 꼭 드셔보세욤 강추뜨거울때 바로 먹어야 더 맛있음???다자이후太宰府 일본?818-0100 후쿠오카현 다자이후시4 Chome-7-1 Saifu Dazaifu Fukuoka 818-0117 일본,여행|일차|로|다자이후|부모|근교|대중교통|패키지여행|당일|투어|다자이후|명물|스타벅스|일본|유명|건축가|스타벅스|입|니다|일본|전통|목|조미|구조|못|을|이용|건물|가보세|인증|샷|필수|다자이후|텐|신사|길|에|유명한|명물|떡|매화|떡|모찌|필수|구가|득|다자이후|바게트|모찌|집|식|감|강|추|때|다자이후|일본|후쿠오카|현|다자이후|-1|일본
퇴원기념 선물 명목으로이쁜거 구매했어요ㅎㅎ같이 구경해요???♀?  테이블웨어진짜 진짜 구하기 힘든건데운좋게  한 피스구함원래 갖고싶은거는네이비 트왈드주이였지만ㅠㅠ  3달기다려야한다해서그레이로 받아왔어요??아쉽지만ㅎㅎ바로가져갈수 있는거에만족했답니닷??트왈드주이 트레이드마크 호랑이디저트 접시 너무 갖고싶었는데바로 살수있어서 대만족너무 귀여운것같에요:)다른색깔 접시도 또 구매하게되면피드에 올려보게요 언박싱영상은 릴스에 올렸답니당??답방을 최근에 못갔는데 수술후 회복중이라좀 만 기다려주세요 꼭 가게융??이쁜거 보고 힐링하세영~??,퇴원|기념|선물|명목|구경|테이블웨어|진짜|운|피스|함|원래|비|달|다|해서|그레이|만족|답|니|닷|드|주이|트레이드마크|호랑이|디저트|접시|데바|만족|색깔|접시|구매|피드|박|싱|영상|답|당|답방|최근|수술|후|회복|가게|융|이|힐링|하|영
노랑노랑??귀여운포토존이있더라구요안찍을수없죠??볼거리많은  쇼핑하시고구경해도 좋을꺼같에요:),노랑|노랑|귀|여운|포토|존|볼거리|쇼핑|구경
소라니와온천 마지막피드??소라니와온천은실내도 온천이있는데실외에서는 족욕을할수있는 탕들이있더라구요:)물도 깨끗하고온천물이라 피부완전 매끈해지더라구요??실외도 곳곳에포토존이많으니 꼭 구경해보세요저는 오후에가서어두워져서 많이구경 못 했는데낮에 가면 더 이쁠것같에요남편이랑  처음 자유여행으로오사카온천 왔는데 좋았답니당??3박4일중 첫날은 온천했어요또 사진 정리해서 일본여행사진올려보게요???♀?,소라|온천|마지막|피드|소라|온천|은|실내|온천|실외|족욕|을|탕|물|천|물|피부|완전|실|외도|곳곳|포토|존|구경|오후|구경|낮|남편|이랑|처음|자유|여행|오|사카|온천|답|당|박|첫날|온천|사진|정리|일본|여행사진
  이쁜 바 테이블 자리도 있더라구요??저희는  일반좌석에서 먹었는데바테이블도 좋은것같에요??다음 피드에  카페에 전시되어있는지미추 가방도 보여드릴게요:),테이블|자리|일반|좌석|데바|테이블|다음|피드|카페|전시|미추|가방
  피부를 만들기 위해보습 이너뷰티 제품은 필수??히알루론산  비타c 함유또 맛없으면 손이안 가는데  맛있는 레몬 맛이라자꾸 손이 가요??식약처 인증받아 안심믿고 먹을 수 있는 히알루론산영양제꾸준히 섭취해서 생기 있는 피부로 만들어봐야겠어요??bello.u_official             ,피부|위해|보습|제품|필수|히알루론산|타|함유|손|이안|레몬|맛|손|식|약|처|인증|안심|히알루론산|영양제|섭취|생기|피부
  우대갈비편에 방송나온볏집 숯불요리  전문점  먹어본우대갈비 ??이렇게? 맛있는소고기처음 먹어봐여 쉐프출신 사장님이고기도  구워주시고볏집 화로위에 고기를구워서 따뜻하게 먹을 수 있어서 좋았어요 가람상회에서우대갈비 맛있게 먹는 팁3일찌개(김치찌개)랑? 철판볶음밥을같이 드시는걸완전 강추강추??입맛 까다로운울남편 3일찌개로 밥2공기 클리어 거기에우대갈비를 추가로2인분 더시켜먹었어요 ㅎㅎ 용산 가람떡갈비집에서도 맛있게먹은적 있었는데같은 사장님이운영하시더라구요ㅎㅎ거기 가보신분들은가람상회 믿고오셔도 좋아요???♀?보라매역에서 가까우니우대갈비+3일찌개+볶음밥조합추천합니다?                              ,우대|갈비|숯불|요리|전문점|우대|갈비|이|소|고기|처음|쉐프|출신|사장|화로|위|고기|가람|상회|우대|갈비|팁|찌개|김치찌개|랑|철판|볶음밥|을|걸|완전|강|추|강|추|입맛|울|남편|찌개|밥|공기|리어|우대|갈비|추가|인분|용산|가람|떡갈비|집|가보|신분|가람|상회|보라매역|우대|갈비|찌개|볶음밥|조합|추천
  아이스크림드셔보셨나용??  처음 먹어봤는데맛이 묘하게 끌리더라구욥??롯데몰에 새로 오픈해서가봤는데 인테리어가고급스러워서  눈에 확 띔평소TWG얼그레이 좋아해서얼그레이 아이스크림 선택했답니당첫맛은 아리송??자꾸 먹을수록  얼그레이 풍미가은은하게 계속 입안에 돌아요 ????얼그레이 아이스크림너무 달지도 않고 고급진맛후식으로  딱이에요???♀?다음번엔 오렌지 롤케이크도 먹어봐야겠어요 ㅎㅎ군산오징어불고기를 배터지게먹어서??아쉽아쉽,아이스크림|드|처음|맛|리더|라구|욥|롯데|몰|오픈|인테리어|가|고급|눈|평소|얼|그레이|그레이|아이스크림|선택|답|당|맛|아리송|얼|그레이|풍미|가은|입안|얼|그레이|아이스크림|급진|맛|후식|다음|오렌지|롤케이크
  아더스페이스2.0우주컨셉 스토어   브랜드 편집샵??옷보다소품에 눈길이 더 갔어요신기한곳ㅋㅋㅋㅋ디테일이 살아있음진짜 우주같은 느낌?우주선도 움직이고ㅋㅋ성수  핫플?한번쯤 구경하기 좋은곳???♀?주말에 대기가 길어여ㅜㅜ주차할곳 없음                         ,아더스|페이스|우주|컨셉|스토어|브랜드|눈길|우주|느낌|우주선|구경|곳|주말|대기
  제일  이쁜 포토존??요기 보고 찾아갔어요신비의 공간우리마을 소원 나무라는 전시공간이랍니다:)진짜 이쁜공간인데 ㅜㅜ사진으로 다담을수가없네유엄청 눈부시게 예쁨요빛을 뿜어내는 계수나무소원을 빌면이루어진다는 나무래용다음피드도인사동 전시피드??,제일|포토|존|요기|신비|공간|우리|마을|소원|시공간|진짜|공간|유|빛|계수나무|소원|나무|래|다음|피드|도인|사동|전시|피드
   홍대꼬치맛집? 혼신꼬치혼신꼬치는 참숯으로만 구어낸100%수제꼬치구이전문점이랍니당저는 이날 남편이랑점심특선 먹기위에낮에 방문했어요낮에만 먹을수 있는특.미 가있답니당??쿠시동ㅡ숯불향 가득입힌구운꼬치를 듬뿍 올라혼신꼬치만의 꼬치덮밥 이구요??호로몬동 ㅡ고소한 대창꼬치에감칠맛나는 매콤소스를 발라숯불에 구워만든 대창덮밥 입니당저는 호로몬동을먹었는데소스가진짜맛있어요 ?대창이탱글하니 씹는식감이????덮밮이랑 같이 먹을하이볼시켰는데 혼신꼬치가꼬치 맛집 뿐만아니라하이볼 맛집이더라구요??낮술하기 딱이에요???♀?매장 분위기도일본여행 온듯한 느낌다찌형식으로 되어있고일본맛집 온 기분이들더라구요:)이시국에 해외여행도못가는데 가까운 홍대에서맛있는 꼬치드시면서분위기에 취해봐요??                           ,홍대|꼬치|맛집|혼신|꼬치|혼신|꼬치|참숯|이날|남편|이랑|점심|특선|낮|방문|낮|특|미|합|당|쿠시|도|으|숯불|향|구|운|꼬치|혼신|꼬치|꼬치|덮밥|호로|몬|동|창꼬치|에|감칠맛|매콤|소스|발라|숯불|대창|덮밥|입|당|호로|몬|동|소스|진짜|하이|볼|혼신|꼬치|가|꼬치|맛집|아니|라하|이보|맛집|낮술|하기|매장|분위기|도|일본|여행|느낌|다찌|형식|본|맛집|기분|이|시국|해외여행|홍대|꼬치|분위기
주말데이트~♡                                             ,주말|데이트
   연남동 맛집 소개 ??양식경력20년 이상의 오너셰프 부부가운영하는 전문적인 매장오픈 주방 형식으로요리하는 모습이보여서 믿먹이쥬햇살이 잘 들어오는 점 넘넘 좋아요햇살맛집??  스테이크200g - 25.900  -17.900  고르곤졸라 피자 - 15.900??부채살 스테이크칼질하는데 너무너무 부드러워서힘안주고살짝만 썰어도 썰릴정도의 극강의 부드러운 갖춘 스테이크??고기 덕후인 우리에겐 270g짜리로 다음에 시켜야겠어욤????로제파스타싱싱한 꽃게와 큰대하 칵테일 새우등 매콤한 해물로제파스타 소스가 완전 취향저격이였어용매콤해서 느끼하지 않음요근래 먹은 파스타중 당연 1등너무 너무 맛있음고르곤 졸라 피자를 소스에 찍먹할 정도로 맛있었답니당    피자가 먹고 싶다해서 추가로 시킨 ??고르곤졸라피자4가지 치즈와 호두를 넣어 만든 피자로식감이 너무 좋았던 피자?? 후식 단짠단짠 아이스크림그냥 바닐라 아이스크림이 아닌올리브유+소금을 곁들인이색 아이스크림이라 더 만족했답니다??매장 분위기도 너무 좋고서비스도  만족하고감각적인 매장 내부 인테리어 취향저격 데이트하기너무 좋은 맛집이랍니당??재방문의사 1000000000%요근래 방문한 레스토랑  중 당연최고?????세트 주문시 피자서비스???네이버 예약주문시 와인이 서비스?? 제공?와인좋아하는 분들께 강추 ???♀??데이트장소 데이트코스 소개팅 장소완전 강추 ?기념일에 예약하고 오시면  여자친구분들이 굉장히 만족하고 좋아하실 장소랍니당 ?단체 회식장소 모임 장소 소모임 파티 장소로 대관도 가능bistro_ora??서울 마포구 동교로 244☎?02-324-3323                        ,연남동|맛집|소개|양식|경력|20년|이상|오너|셰프|부가|운영|전문|매장|오픈|주방|형식|요리|모습|이보|쥬|햇살|햇살|맛집|스테이크|고르곤졸라|피자|부채살|스테이크|칼질|힘|안주|고살|썰|릴|정도|극|강의|스테이크|고기|덕|후|다음|꽃게|대하|칵테일|새우|매콤|한|해물|로|파스타|소스|완전|취향저격|이|용|매콤|해서|근래|파스타|피자|소스|먹|정도|답|당|피자|추가|고르곤졸라|피자|치즈|호두|자로|감|피자|후식|단|아이스크림|바닐라 아이스|크림|올리브|유|소금|이색|아이스크림|만족|매장|분위기|서비스|만족|감각|매장|내부|인테리어|취향저격|데이트|요|근래|방문|레스토랑|최고|세트|주문|피자|서비스|네이버|예약|주문|와인|서비스|제공|와인|강|추|데이트|장소|데이트|코스|소개팅|장소|완전|강|추|기념일|예약|여자친구|만족|단체|회식|장소|모임|장소|모임|파티|장소|대관|가능|서울|마포구|동교
남편 생일선물 사러더현대 서울 갔었는데오메가시계 팝업 전시를하고있더라구요??요기서 이렇게 사진도찍을 수 있고 시계도 구경할수있어요덕분에이쁜 시계 구경 많이 했어요??시계는관심이 없었는데이쁜거보니 시계도탐나더라구요이 팝업은 제가알기로9월12일까지였을꺼에요이미 끝난전시??ㅜㅜ사진 피드가 느림??오메가 시계 팝업방문기념으로에코백도 주더라구요생일선물 받은 기분????또 다른 팝업이 생기면알려드릴게욥??,남편|생일|선물|사|러|더|현대|서울|오메가|시계|팝|업|전시|요기|사진|시계|구경|덕분|시계|구경|시계|관심|보니|시계|팝|업|제가|알|기로|9월|피드|오메가|시계|팝|업|방문|기념|에코|백도|주더|라구|요|생일|선물|기분|팝|업|게|욥
오랜만에 바다도보고싶고맛있는것도먹고싶어서주말에을왕리 갔다왔답니당???♀?요기는   찌개8가지요리6반찬으로 푸짐한가성비 있는 푸짐한한상차림이랍니당??가격이 진짜 착함2만원이라는 사실이렇게 상다리부러지게 차려진음식들이 1인 2만원이라니남편이 추천한음식점인데 너무 만족했어요??맛도 너무맛있고소라무침과 오징에제육볶음떡갈비 버섯탕수육생선구이 등등 맛이 없는게 없어요??을왕리 데이트가시면예전한정식 강추합니다??,오랜만|바다|주말|을|왕|리|답|당|요기|찌개|요리|반찬|가성|비|사실|상다리|차려|진|음식|남편|추천|음식점|만족|맛|고소|라무|침|오|징|볶음|떡갈비|버섯|탕수육|생선|구이|맛|을|왕|리|데이트|가시|면|예전|한정|강
설연휴가 너무 순삭??다들  잘 쉬셨나욤?계속 쉬고프네여 여행도 가고싶고연차낼껄 그랬나바여??신행 사진보면서기운 차려야겠어유??,설|연휴|다|여행|연차|신행|사진
광양와인동굴??포토존이 곳곳에있어서 구경하는재미가 쏠쏠다양한 테마를갖고있는것같에요:)전 요기가 제일이쁘더라구요알록달록하니 딱 제취향이였어요??광양가시면 꼭  와인동굴도체험해보세요???♀?남편이랑 같이사진찍어서 좋았어요??,광양|와인|동굴|포토|존|곳곳|구경|재미|테마|전|요기|제일|취향|이|광양|가시|와인|동굴|도|체험|남편|이랑|사진
  크로플??진심 넘 마시쏘요???♀?쫄깃하면서 달달쓰진열된 크로플보면한개씩 다사고싶었어영맛있는게 너무많음눈돌아가유??담에 민트초코크로플먹어봐야게쏘요????????매장도 아가자기하고케이크도  맛이 궁금하네영즐거운 주말보내세용??,넘|마시|열|눈|담|민트|코크|로프|매장|아가|자기|케이크|맛|궁금|하네|영|주말|보|내세
  부부는기관지가 약해서한번 기침하기 시작하면오래가는 편이라 환절기때나 겨울에도라지진액을 먹는데 좋은기회에소백산 흑도라지진액을 선물받았어요??이번 겨울은 목감기 안들꺼같에욥????? 100% 소백산 흑도라지 사용???화학첨가물 ZERO 모든 원료 국내산??? HACCP 인증 받은 안전한 제조시설???스틱 형태로 소분되어 휴대성 용이소백산 자락에서 자란100%국내산 도라지를216시간동안 찌고 말리고 찌고 말리고를 9번 구증구포 제다법으로 만들어진 도라지에 맥문동진피영지대추생강모과오미자감초배 모두 국.내.산 ??이라는점화학첨가물이 없는 자연원료를안심하고 드실수 있답니다??이번달에 설날이 있는데 부모님 설 선물로도 좋을꺼같에요:)선착순 사은품으로 복주머니도 준다고하니서둘러서 설 선물 구매하셔용ㅎㅎ??thankyou해지원 healthy_haejiwon                         ,부부|기관지|기침|시작|환절기|때|겨울|에|도라지|진액|기회|에소|백산|흑|도라지|진액|선물|이번|겨울|목|감기|소백산|흑|도라지|사용|화학|첨가|물|원료|국내|인증|안전|제조|시설|스틱|형태|소|휴대|용이|소백산|자락|자란|100%|국내|도라지|시간|동안|증|구포|다|법|도라지|맥문동|진|피|영지|대추|생강|모|오미자|감초|배|국|내|산|화학|첨가|물이|자연|원료|안심|드|실수|이번|달|설날|부모|선물|선착순|사은품|복|주머니|선물
제주도 겨울은동백꽃이죠여긴 배경이다 한곳 ??넘 이뻐영동백꽃보러또 가고싶어요즐거운 불금 보내세요?,제주도|겨울|은|동백꽃|배경|한곳|넘|금
서울숲에요런 곳도있더라구요진짜 멋있어요??남이섬느낌나지 않나용?ㅎㅎ기회가되면결혼기념일때서울숲에서스냅사진ㅋㅋ찍어보고파요??이쁠꺼 같에요??짝꿍이는싫어하겠지만ㅋㅋ서울숲 사진찍을곳이 많더라구요새삼 처음 알았어요ㅎㅎㅎㅎㅎ,서울숲|에|곳도|남이섬|느낌|사진|곳|처음
분위기좋은 압구정 레스토랑????뜨레쭈꾸미(쭈꾸미  꽈리고추 감자퓨레) 조합??한우스테이크(1+한우 채끝 당근퓨레)조합??카치오 에 페페ㅡ치즈크림파스타(파르미지아노 레지아노후추)정성가득  이쁜 플레이팅한우채끝 스테이크는 말해모해?가니쉬들도 너무맛있어욥뜨레쭈꾸미는 감자퓨레가 예술쭈꾸미도부들부들 식감이좋아요카지오에페페 치즈맛의끝판왕 치즈풍미를 제대로느낄수있는 파스타랍니당분위기좋은 압구정레스토랑???♀?와인바도있어  와인이랑같이곁들여서 먹어도 좋을꺼같에요즐거운불금보내세요:)                        ,분위기|압구정|꽈리|고추|조합|한우|스테이크|한우|채끝|레|지아|노|후추|정성|스테이크|말|해|모|가니쉬|식|감|카|지오|에|페페|치즈|맛|끝판|왕|치즈|풍미|압구정|레스토랑|와인|와인|이랑|불|금보|내세|요
충남 청양 알프스마을얼음분수축제??2월14일까지더라구요급하게 주말에 구경하고왔어요??너무 멋지더라구요ㅎㅎ입장료 7000원여기 가실때 무조건운동화  필수 뭣도 모르고 한껏 꾸미고둘다 구두  신고갔는데제대로 망신 당할뻔했어요바닥이  다 얼음이고 눈이고너무너무 미끄럽더라구요??진짜  자빠질 뻔한게 10번도넘은 것 같아요?? 용케 안자빠지고 무사히 집에왔답니다꼭ㅋㅋㅋㅋ겨울축제는??운동화와  바지가 필수내년에는 청송 얼음골 가보고싶네영??여행가고싶어지네요,충남|청양|알프스|마을|얼음|분수|축제|2월|14|주말|구경|가실|때|조건|운동화|필수|다|구두|망신|바닥|얼음|눈|진짜|바지|필수|내년|청송|얼음|골|여행
